school,district,ncesid,title_1_school_status,lat,long,total_enroll,bipoc_enroll,bipoc_pct,white_enroll
NORTHEAST COLLEGE PREP CHARTER SCHO,Northeast College Prep,2700398,5-Title I schoolwide school,44.99247,-93.211531,364,310,0.8516483516483516,54
NORTHEAST MIDDLE,Minneapolis Public School District,2721240,5-Title I schoolwide school,45.021472,-93.233733,470,347,0.7382978723404255,123
NORTHEAST RANGE SECONDARY,ST. LOUIS COUNTY SCHOOL DISTRICT,2700008,2-Title I targeted assistance school,47.7079,-91.9513,145,16,0.1103448275862069,129
NORTHERN ELEMENTARY,BEMIDJI PUBLIC SCHOOL DISTRICT,2704440,5-Title I schoolwide school,47.5529,-94.886,342,65,0.19005847953216373,277
NORTHERN LIGHTS COMMUNITY SCHOOL,NORTHERN LIGHTS COMMUNITY SCHOOL,2700256,2-Title I targeted assistance school,47.128471,-93.270295,95,17,0.17894736842105263,78
NORTHFIELD AREA LEARNING CENTER,NORTHFIELD PUBLIC SCHOOL DISTRICT,2723880,2-Title I targeted assistance school,44.458,-93.1691,81,39,0.48148148148148145,42
NORTHFIELD COMMUNITY EDUCATION CNTR,NORTHFIELD PUBLIC SCHOOL DISTRICT,2723880,2-Title I targeted assistance school,44.458047,-93.169143,76,21,0.27631578947368424,55
NORTHFIELD MIDDLE,NORTHFIELD PUBLIC SCHOOL DISTRICT,2723880,2-Title I targeted assistance school,44.435,-93.1641,982,231,0.23523421588594703,751
NORTHFIELD SENIOR HIGH,NORTHFIELD PUBLIC SCHOOL DISTRICT,2723880,2-Title I targeted assistance school,44.4449,-93.1641,1336,261,0.19535928143712575,1075
NORTHLAND ELEMENTARY,NORTHLAND COMMUNITY SCHOOLS,2730870,5-Title I schoolwide school,47.0578,-93.9116,202,90,0.44554455445544555,112
